"","street1","accidents","lon","lat"
"3640","MÜHLENSTR.",8,13.406583,52.565354
"3641","MÜHLENSTR. / ÖTZTALER STR.",1,13.4099688,52.5624079
"3642","MÜHLENSTR. / SUNDGAUER STR.",2,13.274377,52.436544
"3643","MÜHSAMSTR. / PETERSBURGER STR.",1,13.451915,52.5204967
"3644","MULACKSTR.",1,13.4056234,52.527411
"3645","MÜLHAUSER STR. / PRENZLAUER ALLEE",1,13.4203134,52.5328003
"3646","MÜLLERSTR.",17,13.3526681,52.5500316
"3647","MÜLLERSTR. / OSTENDER STR. / UTRECHTER STR.",1,13.3554731,52.5483928
"3648","MÜLLERSTR. / OTAWISTR. / SCHÖNINGSTR.",2,13.3421765,52.5559491
"3649","MÜLLERSTR. / SCHULZENDORFER STR. / SELLERSTR.",3,13.370475,52.5400162
"3650","MÜLLERSTR. / SEESTR.",11,13.3521035,52.5503341
"3651","MÜNCHENER STR.",1,13.3419312,52.4914631
"3652","MÜNSTERLANDSTR. / WEITLINGSTR.",1,13.4946337,52.5038436
"3653","MÜNZSTR.",2,13.407923,52.5245246
"3654","MUSKAUER STR. / MARIANNENPLATZ",1,13.4258332,52.50341
"3655","MUSSEHLSTR.",2,13.3807774,52.4835767
"3656","MYSLOWITZER STR. / PLANITZSTR.",1,13.5919052,52.507444
"3657","NACHODSTR.",1,13.3337405,52.4952039
"3658","NACHTALBENWEG / DARßER STR.",1,13.4699298,52.5673902
"3659","NALEPASTR. / RUMMELSBURGER LANDSTR.",1,13.502229,52.4816771
"3660","NALEPASTR. / SIEMENSSTR. / WILHELMINENHOFSTR.",1,13.5085646,52.4637475
"3661","NATALISSTEIG",1,13.2699782,52.54054
"3662","NAUENER STR. / SEEGEFELDER STR. / ZEPPELINSTR.",2,13.1824106,52.538464
"3663","NAUMANNSTR. / WILHELM-KABUS-STR.",1,13.3649398,52.4799292
"3664","NAUNYNSTR.",4,13.4216387,52.5017978
"3665","NAUNYNSTR. / ADALBERTSTR.",3,13.4199888,52.5022502
"3666","NAVARRAPLATZ / MÜHLENSTR. / ROSENTHALER WEG / TRIFTSTR.",1,13.429798,52.608412
"3667","NAZARETHKIRCHSTR.",2,13.3607164,52.5486605
"3668","NEHRINGSTR.",1,13.2940614,52.5155348
"3669","NELTESTR.",1,13.5373873,52.4409175
"3670","NENNHAUSER DAMM",1,13.1332849,52.5298212
"3671","NENNHAUSER DAMM / BUSCHOWER WEG",1,13.1335627,52.5286377
"3672","NENNHAUSER DAMM / HAUPTSTR.",1,13.1405308,52.5303573
"3673","NENNHAUSER DAMM / SPANDAUER STR.",1,13.1419758,52.5341725
"3674","NEPTUNSTR. / SCHULZENDORFER STR.",1,13.5803971,52.3993696
"3675","NERTHUSWEG",1,13.4944143,52.6198241
"3676","NERU",2,13.404954,52.5200066
"3677","NESSELWEG",1,13.3807356,52.597323
"3678","NEUDECKER WEG / AUGUST-FROEHLICH-STR. / AN DER WERDERLAKE",1,13.5157055,52.4208572
"3679","NEUE BAHNHOFSTR.",2,13.4700962,52.5060269
"3680","NEUE BAHNHOFSTR. / SIMPLONSTR. / SONNTAGSTR.",1,13.4679647,52.504393
"3681","NEUE GRÜNSTR.",1,13.4050641,52.5093818
"3682","NEUE GRÜNSTR. / SEYDELSTR.",1,13.4054872,52.509984
"3683","NEUE HOCHSTR.",2,13.3756095,52.5403119
"3684","NEUE HOCHSTR. / SCHÖNWALDER STR.",2,13.3754932,52.5424393
"3685","NEUE JAKOBSTR.",1,13.4124545,52.5107634
"3686","NEUE JÜDENSTR. / JÜDENSTR. / MOLKENMARKT / STRALAUER STR.",1,13.4105676,52.5161478
"3687","NEUE KANTSTR. / WITZLEBENSTR.",2,13.2928178,52.5067132
"3688","NEUE KRUGALLEE",1,13.486409,52.4768163
"3689","NEUE KRUGALLEE / WILLI-SÄNGER-STR. / PLÄNTERWALD",1,13.485462,52.4778738
"3690","NEUENDORFER STR.",1,13.2092148,52.5468938
"3691","NEUENDORFER STR. / FALKENSEER PLATZ",2,13.2035684,52.5408201
"3692","NEUENDORFER STR. / HEIDETOR / ORANIENBURGER TOR",1,13.3942097,52.524663
"3693","NEUE ROßSTR. / WALLSTR.",2,13.4087817,52.5119977
"3694","NEUE SCHÖNHAUSER STR. / ROSENTHALER STR.",1,13.4031714,52.5247321
"3695","NEUE SCHÖNHOLZER STR.",3,13.4021935,52.5673477
"3696","NEUES UFER / SICKINGENSTR. / SICKINGENBRÜCKE",2,13.3144037,52.5303518
"3697","NEUKÖLLNER STR.",1,13.4874507,52.4227114
"3698","NEUKÖLLNER STR. / SCHÖNEFELDER STR. / WALTERSDORFER CHAUSSEE",1,13.4978349,52.4151417
"3699","NEUKÖLLNISCHE ALLEE / FORSTHAUSALLEE",1,13.472006,52.461318
"3700","NEUKÖLLNISCHE ALLEE / KGA KARLSRUHE 2 / CHRIS-GUEFFROY-ALLEE",1,13.4722408,52.460866
"3701","NEUKÖLLNISCHE ALLEE / PLANETENSTR.",1,13.4637429,52.4664238
"3702","NEUMAGENER STR.",1,13.4719071,52.5598011
"3703","NEUMANNSTR.",2,13.4218836,52.561001
"3704","NEUMANNSTR. / ARNOLD-ZWEIG-STR.",2,13.4217833,52.5625059
"3705","NEUSTÄDTISCHE KIRCHSTR.",1,13.3855183,52.5184108
"3706","NIEBUHRSTR.",1,13.3136223,52.5044438
"3707","NIEBUHRSTR. / WIELANDSTR.",1,13.3155601,52.5043349
"3708","NIEBUHRSTR. / WILMERSDORFER STR.",1,13.3073295,52.5045823
"3709","NIEDERKIRCHNERSTR.",1,13.3824986,52.5072345
"3710","NIEDERKIRCHNERSTR. / STRESEMANNSTR.",1,13.3791821,52.5070278
"3711","NIEDERKIRCHNERSTR. / ZIMMERSTR. / WILHELMSTR.",1,13.3855475,52.5074353
"3712","NIEDERLAGSTR. / WERDERSCHER MARKT",2,13.3980412,52.5154367
"3713","NIEDERNEUENDORFER ALLEE",2,13.2099444,52.5791285
"3714","NIERITZWEG",1,13.251307,52.415295
"3715","NIKLASSTR. / SPANISCHE ALLEE",1,13.2202519,52.4317209
"3716","NIPKOWSTR. / RADICKESTR.",1,13.5500371,52.4363178
"3717","NK",2,13.449073,52.4738239
"3718","NOBELSTR. / SCHMALENBACHSTR.",1,13.4693562,52.460503
"3719","NÖLDNERSTR.",1,13.4850313,52.5037109
"3720","NOLLENDORFPLATZ / KARL-HEINRICH-ULRICHS-STR.",1,13.3540644,52.5001419
"3721","NONNENDAMMALLEE",1,13.2516872,52.5377285
"3722","NONNENDAMMALLEE / BOLTONSTR.",2,13.2451372,52.5381819
"3723","NONNENDAMMALLEE / OTTERNBUCHTSTR. / PAULSTERNSTR.",1,13.2476917,52.5380492
"3724","NORDBAHNSTR. / WOLLANKSTR.",2,13.3932452,52.5644588
"3725","NORDENDSTR.",1,13.3883192,52.5888789
"3726","NORDENDSTR. / SCHÖNHAUSER STR.",1,13.400507,52.5908867
"3727","NORDHAUSER STR. / SÖMMERINGSTR.",2,13.3089197,52.5246139
"3728","NORDMANNZEILE / RIEMENSCHNEIDERWEG / VORARLBERGER DAMM",1,13.3490957,52.4703388
"3729","NORDRING / HOHENSCHÖNHAUSER STR.",5,13.5401145,52.5653014
"3730","NORDUFER",1,13.3495122,52.5390386
"3731","NORDUFER / SAMOASTR.",1,13.3548748,52.5396971
"3732","NORDUFER / SEESTR. / SEESTRAßENBRÜCKE NÖRDLICH",3,13.3341833,52.5413021
"3733","NORTH-WILLYS-STR. / JAMES-FRANCK-STR. / RUDOWER CHAUSSEE",1,13.522363,52.4284697
"3734","NORWEGERSTR.",1,13.3989385,52.5550641
"3735","NOSTITZSTR.",1,13.3906458,52.4914939
"3736","NÜRNBERGER STR.",4,13.3376756,52.5015838
"3737","NYMPHENUFER",1,13.1890263,52.4246915
"3738","OBENTRAUTSTR.",1,13.3845963,52.4967452
"3739","OBERBAUMBRÜCKE (SPREE)",2,13.4457079,52.5018599
"3740","OBERBAUMSTR.",1,13.4433473,52.5009448
"3741","OBERFELDSTR.",1,13.553278,52.509181
"3742","OBERFELDSTR. / CECILIENSTR.",1,13.5580341,52.5296477
"3743","OBERFELDSTR. / ÖSELER STR. / RAPSWEG",1,13.5559346,52.520098
"3744","OBERLANDSTR. / A 100 BAB / 100 AS OBERLANDSTR AUSF N OBERLANDSTR WEST / 100 AS O",1,13.4156029,52.4645482
"3745","OBERSPREESTR. / WESTENDSTR.",1,13.5635013,52.4457079
"3746","OBERWEIßBACHER STR. / MEHROWER ALLEE",1,13.5703121,52.5557071
"3747","OBSTALLEE",2,13.1679693,52.5209046
"3748","ODENWALDSTR.",2,13.3245487,52.4677906
"3749","ODERBERGER STR.",1,13.4080651,52.5391908
"3750","ODERBRUCHSTR. / LANDSBERGER ALLEE",1,13.4605835,52.5296264
"3751","ODERSTR.",2,13.4199863,52.472132
"3752","OFFENBACHER STR.",1,13.3200363,52.4750899
"3753","OHLAUER STR. / WIENER STR. / GÖRLITZER-PARK",3,13.4378022,52.4957448
"3754","OHMSTR.",1,13.2731438,52.5353519
"3755","OLBERSSTR. / TEGELER WEG",1,13.2964106,52.5293255
"3756","OLDENBURGER STR. / OTTOSTR. / TURMSTR.",1,13.3354705,52.5266954
"3757","OLYMPISCHE STR. / WESTENDALLEE",2,13.2549432,52.5160919
"3758","ONKEL-TOM-STR.",1,13.2506495,52.4513228
"3759","ONKEL-TOM-STR. / QUERMATENWEG / RIEMEISTERSTR.",1,13.2503648,52.4536537
"3760","ONKEL-TOM-STR. / SCHÜTZALLEE / SVEN-HEDIN-STR.",1,13.2552101,52.4406198
"3761","ONTARIOSEESTR.",1,13.5222609,52.4947219
"3762","OPPELNER STR. / SKALITZER STR.",1,13.4413933,52.5005403
"3763","OPPELNER STR. / WRANGELSTR.",2,13.4403048,52.4992537
"3764","OPPERMANNSTR.",1,13.5666547,52.5474805
"3765","ORANIENBURGER CHAUSSEE / RAUENTALER STR. / SCHÖNFLIEßER STR.",1,13.3013814,52.6433547
"3766","ORANIENBURGER CHAUSSEE / SCHÖNFLIEßER STR.",1,13.3017497,52.6429786
"3767","ORANIENBURGER STR.",4,13.3942097,52.524663
"3768","ORANIENBURGER STR. / ROEDERNALLEE",1,13.3333623,52.5941329
"3769","ORANIENBURGER STR. / TUCHOLSKYSTR.",3,13.392884,52.5249937
"3770","ORANIENDAMM",1,13.3215118,52.6092367
"3771","ORANIENDAMM / WAIDMANNSLUSTER DAMM / ZABEL-KRÜGER-DAMM",1,13.3238116,52.6078536
"3772","ORANIENPLATZ",1,13.4153931,52.5025679
"3773","ORANIENSTR.",28,13.4124492,52.5031748
"3774","ORANIENSTR. / ADALBERTSTR.",4,13.4192859,52.5012871
"3775","ORANIENSTR. / ALEXANDRINENSTR.",4,13.4052762,52.5051593
"3776","ORANIENSTR. / ALTE JAKOBSTR.",2,13.4016926,52.506148
"3777","ORANIENSTR. / AXEL-SPRINGER-STR. / RUDI-DUTSCHKE-STR. / LINDENSTR.",4,13.3982752,52.5070869
"3778","ORANIENSTR. / MORITZPLATZ",8,13.4103596,52.5036945
"3779","ORANIENSTR. / ORANIENPLATZ",4,13.4149496,52.5025253
"3780","ORANIENSTR. / PRINZESSINNENSTR.",2,13.411966,52.5033105
"3781","ORANIENSTR. / STALLSCHREIBERSTR.",3,13.4095981,52.5039816
"3782","ORANKEWEG",1,13.4732569,52.54763
"3783","ORDENSMEISTERSTR.",2,13.3918899,52.4576026
"3784","ORDENSMEISTERSTR. / WENCKEBACHSTR.",1,13.3868963,52.45641
"3785","ORTHSTR. / SCHÖNSTEDTSTR.",1,13.3741604,52.5507094
"3786","ORTOLFSTR.",1,13.5340874,52.4086282
"3787","ORTOLFSTR. / MOHNWEG",1,13.5339869,52.4084622
"3788","ORTOLFSTR. / WEGEDORNSTR.",1,13.536773,52.4129905
"3789","OSDORFER STR.",3,13.3246695,52.4080948
"3790","OSDORFER STR. / OSTPREUßENDAMM",1,13.3106754,52.4212183
"3791","OSLOER STR.",2,13.3787406,52.5561803
"3792","OSLOER STR. / PRINZENALLEE",1,13.3834889,52.5558997
"3793","OSLOER STR. / REINICKENDORFER STR. / SEESTR. / LOUISE-SCHROEDER-PLATZ",3,13.3654582,52.5571115
"3794","OSLOER STR. / SCHWEDENSTR.",2,13.3741432,52.5565346
"3795","OSLOER STR. / STOCKHOLMER STR. / TRAVEMÜNDER STR. / OSLOER-STRAßEN-BRÜCKE",1,13.3813977,52.5559719
"3796","OSNABRÜCKER STR. / MIERENDORFFPLATZ",1,13.3037974,52.5255977
"3797","OSNABRÜCKER STR. / TEGELER WEG",3,13.2974192,52.5265139
"3798","OSSIETZKYSTR.",1,13.407541,52.5738758
"3799","OSSIETZKYSTR. / BREITE STR.",2,13.4089914,52.5709866
"3800","OSTENDER STR.",1,13.351511,52.545948
"3801","OSTENDSTR. / SLABYSTR.",1,13.5327217,52.4571434
"3802","OSTPREUßENDAMM",1,13.3152727,52.4246599
"3803","OSTSEESTR.",3,13.4373466,52.5485153
"3804","OSTSEESTR. / PRENZLAUER ALLEE / PRENZLAUER PROMENADE / WISBYER STR.",5,13.4302573,52.5509686
"3805","OSTSEESTR. / SÜLTSTR.",1,13.4373466,52.5485153
"3806","OTAWISTR.",2,13.3394786,52.5541653
"3807","OTTO-BRAUN-STR.",2,13.4192206,52.5243536
"3808","OTTO-BRAUN-STR. / ALEXANDERSTR. / KARL-MARX-ALLEE",10,13.4165463,52.5221365
"3809","OTTO-BRAUN-STR. / AM FRIEDRICHSHAIN / GREIFSWALDER STR. / PRENZLAUER BERG / PLAT",2,13.4236653,52.5271842
"3810","OTTO-BRAUN-STR. / MENDELSSOHNSTR.",1,13.4211088,52.5264324
"3811","OTTO-BRAUN-STR. / MOLLSTR.",10,13.419596,52.5251556
"3812","OTTO-BRAUN-STR. / THEANOLTE-BÄHNISCH-STR.",3,13.4176863,52.523753
"3813","OTTO-OSTROWSKI-STR. / ZUR MARKTFLAGGE / THAERSTR.",1,13.4565354,52.5232624
"3814","OTTO-ROSENBERG-STR. / BITTERFELDER STR. / WOLFENER STR.",3,13.5450292,52.5535082
"3815","OTTOSTR.",1,13.3352297,52.5257246
"3816","OTTOSTR. / ZWINGLISTR.",1,13.3351433,52.5254457
"3817","OTTO-SUHR-ALLEE",3,13.3104589,52.5162592
"3818","OTTO-SUHR-ALLEE / ERNST-REUTER-PLATZ",1,13.3216843,52.5131885
"3819","OTTO-SUHR-ALLEE / RICHARD-WAGNER-STR. / WINTERSTEINSTR. / RICHARD-WAGNER-PLATZ",3,13.3066035,52.5171812
"3820","OTTO-WELS-RING",1,13.4522585,52.4331114
"3821","OUDENARDER STR.",1,13.3630973,52.5534818
"3822","OUDENARDER STR. / REINICKENDORFER STR.",1,13.366221,52.5534863
"3823","PABLO-NERUDA-STR.",2,13.5900412,52.4411259
"3824","PABLO-PICASSO-STR. / SEEHAUSENER STR.",1,13.5225406,52.5607836
"3825","PALLASSTR.",1,13.3572967,52.4944974
"3826","PALMZEILE / SPANISCHE ALLEE",1,13.2093292,52.4340256
"3827","PANKOWER ALLEE",1,13.3713698,52.5641234
"3828","PANKSTR.",12,13.3758236,52.5486978
"3829","PANKSTR. / WIESENSTR.",1,13.3738194,52.547642
"3830","PANNIERSTR.",3,13.4323862,52.4883072
"3831","PANNIERSTR. / SONNENALLEE",5,13.4301916,52.4860417
"3832","PAPPELALLEE",4,13.4160514,52.5444819
"3833","PAPPELALLEE / STARGARDER STR.",2,13.4182347,52.5465216
"3834","PARCHWITZER STR.",1,13.5749067,52.3942684
"3835","PARISER STR.",1,13.3235443,52.4971535
"3836","PARISER STR. / ROEDERNSTR. / WIELANDSTR.",1,13.5927742,52.4846024
"3837","PARISER STR. / SÄCHSISCHE STR.",2,13.3187127,52.4981814
"3838","PARISER STR. / WÜRTTEMBERGISCHE STR. / OLIVAER PLATZ",2,13.3146193,52.4993054
"3839","PARKSTR. / BERLINER ALLEE",1,13.4544162,52.5491285
"3840","PASEDAGPLATZ",1,13.4603396,52.5601098
"3841","PASEWALKER STR.",2,13.4295355,52.5865695
"3842","PASSAUER STR. / TAUENTZIENSTR.",1,13.3406645,52.5025
"3843","PASSENHEIMER STR. / JESSE-OWENS-ALLEE",2,13.2313055,52.5099845
"3844","PATSCHKAUER WEG / UNTER DEN EICHEN",1,13.2980222,52.447367
"3845","PAUL-JUNIUS-STR. / WEIßENSEER WEG",1,13.4787007,52.5285412
"3846","PAUL-LINCKE-UFER",1,13.4293505,52.4936619
"3847","PAUL-LÖBE-ALLEE / OSTUMFAHRUNG",2,13.3735158,52.5194052
"3848","PAULSBORNER STR. / WESTFÄLISCHE STR.",1,13.3008519,52.4947952
"3849","PAUL-SCHMIDT-STR. / TANKREDSTR.",1,13.3706702,52.454556
"3850","PAUL-SCHNEIDER-STR.",1,13.3492742,52.4346068
"3851","PAULSENSTR.",1,13.314055,52.465258
"3852","PAULSTERNSTR.",1,13.2475051,52.5411194
"3853","PAULSTR.",1,13.3559526,52.5199319
"3854","PÄWESINER WEG",1,13.1794873,52.5302039
"3855","PEKRUNSTR. / SCHEIBENBERGSTR.",1,13.555004,52.5376031
"3856","PERLEBERGER STR.",4,13.3517927,52.5331558
"3857","PERLEBERGER STR. / ELLEN-EPSTEIN-STR.",1,13.3567879,52.5356475
"3858","PERLEBERGER STR. / RATHENOWER STR. / STENDALER STR.",2,13.3505519,52.5324408
"3859","PERLEBERGER STR. / STEPHANSTR.",1,13.3545482,52.5345096
"3860","PESTALOZZISTR.",3,13.3082426,52.5079024
"3861","PESTALOZZISTR. / STEIFENSANDSTR. / SUAREZSTR.",1,13.2958164,52.5080918
"3862","PETERSBURGER STR.",3,13.4509692,52.521225
"3863","PETER-STRASSER-WEG / TEMPELHOFER DAMM",1,13.3856576,52.4762754
"3864","PETTENKOFERSTR.",2,13.471842,52.5170883
"3865","PFALZBURGER STR.",2,13.3219633,52.4942205
"3866","PFARRWÖHRDE / RUDOWER STR.",1,13.5299061,52.4224609
"3867","PFEDDERSHEIMER WEG",1,13.2090957,52.427197
"3868","PFUELSTR. / KÖPENICKER STR.",1,13.4401483,52.5020277
"3869","PICHELSDORFER STR.",1,13.1978254,52.5203549
"3870","PICHELSDORFER STR. / WEIßENBURGER STR.",1,13.1976993,52.5228424
"3871","PICHELSWERDERSTR. / RUHLEBENER STR. / SCHULENBURGSTR.",1,13.2115852,52.5274166
"3872","PIESKOWER WEG",1,13.4436519,52.5410113
"3873","PIESKOWER WEG / STORKOWER STR.",2,13.440371,52.5406075
"3874","PIESPORTER STR. / DARßER STR.",2,13.4770664,52.5669606
"3875","PIETSCHKERSTR. / STAUDENWEG / STERNDAMM",2,13.5079412,52.4504138
"3876","PINTSCHALLEE",1,13.4451641,52.4559574
"3877","PISTORIUSSTR. / ROELCKESTR.",1,13.4452643,52.553885
"3878","PISTORIUSSTR. / WOELCKPROMENADE",1,13.4528886,52.551822
"3879","PLANCKSTR.",1,13.3899235,52.5206139
"3880","PLANTAGENSTR. / REINICKENDORFER STR.",1,13.3694158,52.5461867
"3881","PLATANENSTR. / WALDSTR.",1,13.398053,52.5848767
"3882","PLATZ DER VEREINTEN NATIONEN",1,13.4301199,52.5231176
"3883","PLATZ DER VEREINTEN NATIONEN / PLATZ DER VEREINTEN NATIONEN",3,13.4301199,52.5231176
"3884","PLATZ DES 18. MÄRZ",1,13.3774926,52.5162747
"3885","PLESSER STR.",1,13.4520448,52.4890934
"3886","PLÖNZEILE",2,13.5253706,52.4608056
"3887","POELCHAUSTR.",1,13.5433389,52.533486
"3888","PÖHLBERGSTR. / BLUMBERGER DAMM",2,13.5666886,52.5348599
"3889","POHLSTR.",1,13.3649995,52.5006421
"3890","POLIERWEG / SCHLOSSERWEG",1,13.4403372,52.4335599
"3891","PÖLNITZWEG / RÖBELLWEG",1,13.4965602,52.6413978
"3892","POPITZWEG",3,13.2756937,52.5369597
"3893","POTSDAMER CHAUSSEE",3,13.1351758,52.4849739
"3894","POTSDAMER CHAUSSEE / AM LANDSCHAFTSPARK GATOW",1,13.1261886,52.478589
"3895","POTSDAMER CHAUSSEE / HOHENTWIELSTEIG",1,13.2403339,52.4332528
"3896","POTSDAMER CHAUSSEE / STAHNSDORFER DAMM",1,13.1772799,52.4195216
"3897","POTSDAMER CHAUSSEE / WASGENSTEIG / WASGENSTR.",1,13.2147208,52.4274461
"3898","POTSDAMER PLATZ",1,13.3759441,52.5096488
"3899","POTSDAMER STR.",13,13.3642442,52.5014261
"3900","POTSDAMER STR. / POTSDAMER PLATZ",1,13.3755385,52.5095244
"3901","POTSDAMER STR. / REICHPIETSCHUFER / POTSDAMER BRÜCKE",4,13.3686315,52.506267
"3902","POTSDAMER STR. / SCHAROUNSTR.",1,13.3696289,52.5085185
"3903","POTSDAMER STR. / SIGISMUNDSTR.",2,13.3688693,52.5072674
"3904","POTSDAMER STR. / TELTOWER DAMM",1,13.259971,52.4350711
"3905","PRAGER PLATZ",1,13.332569,52.4931775
"3906","PRAGER STR.",1,13.3340207,52.4943758
"3907","PRELLERWEG / SEMBRITZKISTR. / INSULANERPARK",1,13.3594487,52.4631114
"3908","PRENZLAUER ALLEE",11,13.44009,52.54114
"3909","PRENZLAUER PROMENADE",2,13.4277608,52.5676549
"3910","PRENZLAUER PROMENADE / TRESKOWSTR.",1,13.4277901,52.561966
"3911","PREROWER PLATZ",3,13.5055166,52.5654166
"3912","PRESSELSTR. / STEGLITZER DAMM",1,13.3404381,52.4507651
"3913","PRETTAUER PFAD / WISMARER STR.",1,13.300683,52.4208158
"3914","PRINZENALLEE",6,13.384598,52.5562504
"3915","PRINZENALLEE / SOLDINER STR.",4,13.3862409,52.558656
"3916","PRINZENSTR.",9,13.4085534,52.5008791
"3917","PRINZENSTR. / MORITZPLATZ",4,13.410454,52.5034734
"3918","PRINZENSTR. / RITTERSTR.",1,13.4088447,52.5015064
"3919","PRINZENSTR. / SEBASTIANSTR. / HEINRICH-HEINE-STR.",1,13.4117257,52.5049126
"3920","PRINZENSTR. / WASSERTORSTR.",2,13.4078663,52.4999966
"3921","PRINZ-EUGEN-STR.",1,13.3647888,52.5476881
"3922","PRINZ-EUGEN-STR. / SCHULSTR.",1,13.3630621,52.5487773
"3923","PRINZREGENTENSTR.",3,13.3331929,52.4849397
"3924","PRINZREGENTENSTR. / WAGHÄUSELER STR.",1,13.333225,52.4839417
"3925","PRITSTABELSTR. / WENDENSCHLOßSTR.",1,13.5837699,52.4311275
"3926","PROMENADENSTR.",1,13.3242084,52.4326215
"3927","PROSKAUER STR.",3,13.463119,52.519858
"3928","PROVINZSTR.",1,13.3788101,52.5675411
"3929","PÜCKLERSTR. / KÖPENICKER STR.",1,13.4333838,52.5051531
"3930","PÜCKLERSTR. / RHEINBABENALLEE / PLATZ AM WILDEN EBER",2,13.2891454,52.470621
"3931","PÜCKLERSTR. / WRANGELSTR.",1,13.2796218,52.4687108
"3932","PUSCHKINALLEE",4,13.4630782,52.4917239
"3933","PUSCHKINALLEE / EICHENSTR.",2,13.4531392,52.4947271
"3934","PUTTKAMERSTR. / FRIEDRICHSTR.",1,13.3908639,52.5045318
"3935","PYRAMIDENRING / RHINSTR.",1,13.5190885,52.5328362
"3936","QUARZWEG",1,13.4135652,52.424486
"3937","QUEDLINBURGER STR. / SCHÖNBURGER STR. / OSCHATZER RING",1,13.6167473,52.5407595
"3938","QUEDLINBURGER STR. / SÖMMERINGSTR.",1,13.3107174,52.5232413
"3939","QUICKBORNER STR.",2,13.3630576,52.6073538
"3940","QUITZOWSTR.",2,13.3571555,52.5357041
"3941","RAABESTR. / WINSSTR.",1,13.4231637,52.531544
"3942","RABENSTEINER STR. / GOLLINER STR. / HAVEMANNSTR.",1,13.5785839,52.5661693
"3943","RADELANDSTR.",2,13.1758116,52.5598698
"3944","RAHEL-VARNHAGEN-PROMENADE",1,13.3898157,52.5017565
"3945","RAHNSDORFER STR.",2,13.6210826,52.4953092
"3946","RAMLERSTR. / BRUNNENSTR.",1,13.3892431,52.5471283
"3947","RANDOWSTR. / WELSESTR.",1,13.5281533,52.5677271
"3948","RAOUL-WALLENBERG-STR.",1,13.5566187,52.5485542
"3949","RATHAUSPROMENADE",1,13.329673,52.587363
"3950","RATHAUSSTR.",6,13.4086591,52.5188442
"3951","RATHAUSSTR. / REULESTR.",1,13.379205,52.4472571
"3952","RATHAUSSTR. / RINGSTR.",1,13.3813023,52.4408916
"3953","RATHENOWER STR.",1,13.3531614,52.529411
"3954","RATHENOWER STR. / SEYDLITZSTR.",2,13.3563867,52.5255435
"3955","RAUCHSTR.",2,13.3485841,52.5086513
"3956","RAUCHSTR. / STÜLERSTR.",1,13.3485841,52.5086513
"3957","RAUMERSTR.",2,13.4202212,52.5420778
"3958","RAVENÉSTR. / REINICKENDORFER STR.",1,13.3698562,52.5428734
"3959","REBHUHNWEG",1,13.5571595,52.5431404
"3960","REGATTASTR.",1,13.5810033,52.4169547
"3961","REGENSBURGER STR.",1,13.3364482,52.4959572
"3962","REGINHARDSTR.",5,13.3732249,52.565473
"3963","REGINHARDSTR. / RESIDENZSTR.",1,13.3699402,52.5597886
"3964","REICHARTSTR.",1,13.3660426,52.4723183
"3965","REICHENBERGER STR.",3,13.427781,52.4963027
"3966","REICHPIETSCHUFER / GEORGE-C.-MARSHALL-BRÜCKE / TUNNEL TIERGARTEN SPREEBOGEN / T",1,13.3720847,52.505106
"3967","REICHPIETSCHUFER / HIROSHIMASTR.",1,13.3576134,52.5070326
"3968","REICHPIETSCHUFER / STAUFFENBERGSTR. / BENDLERBRÜCKE",2,13.3643049,52.5061209
"3969","REICHSSTR.",4,13.2604527,52.5166277
"3970","REICHSSTR. / SPANDAUER DAMM",2,13.2494409,52.5239497
"3971","REICHSSTR. / STEUBENPLATZ",2,13.2606322,52.5162396
"3972","REICHSTAGUFER",1,13.3838099,52.5196721
"3973","REICHSTAGUFER / WILHELMSTR. / MARSCHALLBRÜCKE (SPREE)",1,13.3802937,52.5189042
"3974","REICHWEINDAMM / HECKERDAMM",2,13.3020228,52.5394979
"3975","REINBECKSTR. / WILHELMINENHOFSTR.",1,13.519246,52.4612573
"3976","REINHARDTSTR.",4,13.3821331,52.5230021
"3977","REINHARDTSTR. / LUISENSTR.",2,13.379641,52.5225863
"3978","REINHARDTSTR. / REINHARDTSTR.",1,13.3821331,52.5230021
"3979","REINICKENDORFER STR.",1,13.3690186,52.5484844
"3980","REINICKENDORFER STR. / REINICKENDORFER STR.",1,13.3690186,52.5484844
"3981","REINICKENDORFER STR. / SCHULSTR.",1,13.3673163,52.5514551
"3982","REMBRANDTSTR. / SUDERMANNSTR.",1,13.6256795,52.515581
"3983","RENNBAHNSTR. / ROELCKESTR.",3,13.4571343,52.5609979
"3984","RESIDENZSTR.",9,13.3634222,52.5656831
"3985","RESIDENZSTR. / RITTERLANDWEG",1,13.3689349,52.5605571
"3986","RESIDENZSTR. / SIMMELSTR.",2,13.3636851,52.5651688
"3987","RETZDORFFPROMENADE / RHEINGAUSTR.",1,13.3214605,52.4680637
"3988","REUTERSTR.",1,13.428873,52.484282
"3989","REUTERSTR. / SONNENALLEE",1,13.4289273,52.4866433
"3990","REUTERSTR. / WESERSTR.",2,13.428996,52.4883303
"3991","REVALER STR.",4,13.456961,52.5072343
"3992","REVALER STR. / MODERSOHNSTR.",4,13.4588175,52.5065737
"3993","REVALER STR. / WARSCHAUER STR.",3,13.4510318,52.5085578
"3994","REX-WAITE-STR. / AM LANDSCHAFTSPARK GATOW",1,13.1279363,52.4746876
"3995","RHEINBABENALLEE",1,13.2852516,52.4737176
"3996","RHEINGAUSTR.",1,13.3214978,52.4701974
"3997","RHEINGAUSTR. / SÜDWESTKORSO",1,13.3214481,52.4729839
